Book-Title,ISBN,Book-Author,Year-Of-Publication,Avg-rating,description,page,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
The Chamber,385424728,John Grisham,1994,3.82,"In the corridors of Chicago's top law firm: Twenty -six-year-old Adam Hall stands on the brink of a brilliant legal career. Now he is risking it all for a death-row killer and an impossible case.

Maximum Security Unit, Mississippi State Prison: Sam Cayhall is a former Klansman and unrepentant racist now facing the death penalty for a fatal bombing in 1967. He has run out of chances -- except for one: the young, liberal Chicago lawyer who just happens to be his grandson.",632,Doubleday Books,http://images.amazon.com/images/P/0385424728.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.LZZZZZZZ.jpg
The Cider House Rules,553258001,John Irving,1986,4.13,"Raised from birth in the orphanage at St. Cloud's, Maine, Homer Wells has become the protege of Dr. Wilbur Larch, its physician and director. There Dr. Larch cares for the troubled mothers who seek his help, either by delivering and taking in their unwanted babies or by performing illegal abortions. Meticulously trained by Dr. Larch, Homer assists in the former, but draws the line at the latter. Then a young man brings his beautiful fiancee to Dr. Larch for an abortion, and everything about the couple beckons Homer to the wide world outside the orphanage ...",973,Bantam Books,http://images.amazon.com/images/P/0553258001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553258001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553258001.01.LZZZZZZZ.jpg
The Clan of the Cave Bear (Earth's Children (Paperback)),553250426,Jean M. Auel,1984,4.05,"This novel of awesome beauty and power is a moving saga about people, relationships, and the boundaries of love. Through Jean M. Auel's magnificent storytelling we are taken back to the dawn of modern humans, and with a girl named Ayla we are swept up in the harsh and beautiful Ice Age world they shared with the ones who called themselves the Clan of the Cave Bear. A natural disaster leaves the young girl wandering alone in an unfamiliar and dangerous land until she is found by a woman of the Clan, people very different from her own kind. To them, blond, blue-eyed Ayla looks peculiar and ugly--she is one of the Others, those who have moved into their ancient homeland; but Iza cannot leave the girl to die and takes her with them. Iza and Creb, the old Mog-ur, grow to love her, and as Ayla learns the ways of the Clan and Iza's way of healing, most come to accept her. But the brutal and proud youth who is destined to become their next leader sees her differences as a threat to his authority. He develops a deep and abiding hatred for the strange girl of the Others who lives in their midst, and is determined to get his revenge.",516,Bantam Books,http://images.amazon.com/images/P/0553250426.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553250426.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553250426.01.LZZZZZZZ.jpg
The Client,038542471X,John Grisham,1993,4.02,"In a weedy lot on the outskirts of Memphis, two¬†boys watch a shiny Lincoln pull up to the¬†curb...Eleven-year-old Mark Sway and his younger brother¬†were sharing a forbidden cigarette when a chance¬†encounter with a suicidal lawyer left Mark knowing¬†a bloody and explosive secret: the whereabouts of¬†the most sought-after dead body in America. Now Mark is caught¬†between a legal system gone mad and a mob killer¬†desperate to cover up his crime. And his only ally is¬†a woman named Reggie Love, who has been a lawyer¬†for all of four years. Prosecutors are¬†willing to break all the rules to make Mark talk. The¬†mob will stop at nothing to keep him quiet. And¬†Reggie will do anything to protect her client --even take a last, desperate gamble that could win¬†Mark his freedom... or cost them both their¬†lives.",483,Doubleday Books,http://images.amazon.com/images/P/038542471X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038542471X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038542471X.01.LZZZZZZZ.jpg
The Clinic (Alex Delaware Novels (Paperback)),055357230X,Jonathan Kellerman,1999,3.87,"Upon his return to Los Angeles from a harrowing adventure in the South Pacific, Alex is called upon by his friend Milo Sturgis to help solve the murder of a celebrity author.

For three months the police found no clues to the murder of Hope Devane, psychology professor and controversial author of a pop-psych bestseller about men. She was found stabbed to death on a quiet, shaded street in one of L.A.'s best neighborhoods. The evidence suggested not random slaughter, but cold, calculated stalking. And the list of potential suspects was as extensive as the audience for her book and her talk show appearances.",11,Bantam Books,http://images.amazon.com/images/P/055357230X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055357230X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055357230X.01.LZZZZZZZ.jpg
The Color Purple,671617028,Alice Walker,1985,4.22,"Winner of the Pulitzer Prize and the National Book Award. Alice Walker's iconic modern classic is now a Penguin Book.A powerful cultural touchstone of modern American literature, The Color Purple depicts the lives of African American women in early twentieth-century rural Georgia. Separated as girls, sisters Celie and Nettie sustain their loyalty to and hope in each other across time, distance and silence. Through a series of letters spanning twenty years, first from Celie to God, then the sisters to each other despite the unknown, the novel draws readers into its rich and memorable portrayals of Celie, Nettie, Shug Avery and Sofia and their experience. The Color Purple broke the silence around domestic and sexual abuse, narrating the lives of women through their pain and struggle, companionship and growth, resilience and bravery. Deeply compassionate and beautifully imagined, Alice Walker's epic carries readers on a spirit-affirming journey towards redemption and love.",304,Pocket Books,http://images.amazon.com/images/P/0671617028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671617028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671617028.01.LZZZZZZZ.jpg
The Color of Water: A Black Man's Tribute to His White Mother,1573225789,James McBride,1997,4.09,"Touches readers of all colors as a vivid portrait of growing up, a haunting meditation on race and identity, and a lyrical valentine to a mother from her son.Who is Ruth McBride Jordan? A self-declared ""light-skinned"" woman evasive about her ethnicity, yet steadfast in her love for her twelve black children. James McBride, journalist, musician and son, explores his mother's past, as well as his own upbringing and heritage, in a poignant and powerful debut, The Color Of Water: A Black Man's Tribute to His White Mother. The son of a black minister and a woman who would not admit she was white, James McBride grew up in ""orchestrated chaos"" with his eleven siblings in the poor, all-black projects of Red Hook, Brooklyn. ""Mommy,"" a fiercely protective woman with ""dark eyes full of pep and fire,"" herded her brood to Manhattan's free cultural events, sent them off on buses to the best (and mainly Jewish) schools, demanded good grades and commanded respect. As a young man, McBride saw his mother as a source of embarrassment, worry, and confusion--and reached thirty before he began to discover the truth about her early life and long-buried pain. In The Color of Water, McBride retraces his mother's footsteps and, through her searing and spirited voice, recreates her remarkable story. The daughter of a failed itinerant Orthodox rabbi, she was born Rachel Shilsky (actually Ruchel Dwara Zylska) in Poland on April 1, 1921. Fleeing pogroms, her family emigrated to America and ultimately settled in Suffolk, Virginia, a small town where anti-Semitism and racial tensions ran high. With candor and immediacy, Ruth describes her parents' loveless marriage; her fragile, handicapped mother; her cruel, sexually-abusive father; and the rest of the family and life she abandoned. At seventeen, after fleeing Virginia and settling in New York City, Ruth married a black minister and founded the all-black New Brown Memorial Baptist Church in her Red Hook living room. ""God is the color of water,"" Ruth McBride taught her children, firmly convinced that life's blessings and life's values transcend race. Twice widowed, and continually confronting overwhelming adversity and racism, Ruth's determination, drive and discipline saw her dozen children through college--and most through graduate school. At age 65, she herself received a degree in social work from Temple University. Interspersed throughout his mother's compelling narrative, McBride shares candid recollections of his own experiences as a mixed-race child of poverty, his flirtations with drugs and violence, and his eventual self-realization and professional success. The Color of Water touches readers of all colors as a vivid portrait of growing up, a haunting meditation on race and identity, and a lyrical valentine to a mother from her son.",291,Riverhead Books,http://images.amazon.com/images/P/1573225789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573225789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573225789.01.LZZZZZZZ.jpg
The Copper Beech,440213290,Maeve Binchy,1993,3.93,"In the Irish town of Schancarrig, the young people carve their initials--and those of their loves-into the copper beech tree in front of the schoolhouse. But not even Father Gunn, the parish priest, who knows most of what goes on behind Shancarrig's closed doors, or Dr. Jims, the village doctor, who knows all the rest, realizes that not everything in the placid village is what it seems.
From the Hardcover edition.",407,Dell,http://images.amazon.com/images/P/0440213290.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213290.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213290.01.LZZZZZZZ.jpg
The Cradle Will Fall,671741195,Mary Higgins Clark,1991,3.9,This hospital-based horror tale features abduction and a research project that violates every principle of modern medicine. This is a reissue of a novel by a popular author often described as the 'Queen of Suspense'.,314,Pocket,http://images.amazon.com/images/P/0671741195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671741195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg
The Crimson Petal and the White,015100692X,Michel Faber,2002,3.88,"Sugar, 19, prostitute in Victorian London, yearns for a better life. From brutal brothel-keeper Mrs Castaway, she ascends in society. Affections of self-involved perfume magnate William Rackham soon smells like love. Her social rise attracts preening socialites, drunken journalists, untrustworthy servants, vile guttersnipes, and whores of all kinds.",835,Harcourt,http://images.amazon.com/images/P/015100692X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/015100692X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/015100692X.01.LZZZZZZZ.jpg
The Da Vinci Code,385504209,Dan Brown,2003,3.86,"ISBN 9780307277671 moved to this edition.While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body covered in baffling symbols. As Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles, they are stunned to discover a trail of clues hidden in the works of Leonardo da Vinci‚Äîclues visible for all to see and yet ingeniously disguised by the painter.Even more startling, the late curator was involved in the Priory of Sion‚Äîa secret society whose members included Sir Isaac Newton, Victor Hugo, and Da Vinci‚Äîand he guarded a breathtaking historical secret. Unless Langdon and Neveu can decipher the labyrinthine puzzle‚Äîwhile avoiding the faceless adversary who shadows their every move‚Äîthe explosive, ancient truth will be lost forever.",489,Doubleday,http://images.amazon.com/images/P/0385504209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.LZZZZZZZ.jpg
The Dark Half,451167317,Stephen King,1994,3.78,"Thad Beaumont would like to say he is innocent. He'd like to say he has nothing to do with the series of monstrous murders that keep coming closer to his home. But how can Thad disown the ultimate embodiment of evil that goes by the name he gave it-and signs its crimes with Thad's bloody fingerprints?________________________Alternate cover editions:New English Library, 1990New English Library Early Export Edition, 1990",469,Signet Book,http://images.amazon.com/images/P/0451167317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451167317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451167317.01.LZZZZZZZ.jpg
The Deep End of the Ocean,451186923,Jacquelyn Mitchard,1997,3.87,"Few first novels receive the kind of attention and acclaim showered on this powerful story‚Äîa nationwide bestseller, a critical success, and the first title chosen for Oprah's Book Club. Both highly suspenseful and deeply moving, The Deep End of the Ocean imagines every mother's worst nightmare‚Äîthe disappearance of a child‚Äîas it explores a family's struggle to endure, even against extraordinary odds. Filled with compassion, humor, and brilliant observations about the texture of real life, here is a story of rare power, one that will touch readers' hearts and make them celebrate the emotions that make us all one.",464,New Amer Library,http://images.amazon.com/images/P/0451186923.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451186923.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451186923.01.LZZZZZZZ.jpg
The Devil Wears Prada : A Novel,038550926X,LAUREN WEISBERGER,2003,3.75,"A delightfully dishy novel about the all-time most impossible boss in the history of impossible bosses. Andrea Sachs, a small-town girl fresh out of college, lands the job ‚Äúa million girls would die for.‚Äù Hired as the assistant to Miranda Priestly, the high-profile, fabulously successful editor of ""Runway ""magazine, Andrea finds herself in an office that shouts ""Prada! Armani! Versace!"" at every turn, a world populated by impossibly thin, heart-wrenchingly stylish women and beautiful men clad in fine-ribbed turtlenecks and tight leather pants that show off their lifelong dedication to the gym. With breathtaking ease, Miranda can turn each and every one of these hip sophisticates into a scared, whimpering child. THE DEVIL WEARS PRADA gives a rich and hilarious new meaning to complaints about ‚ÄúThe Boss from Hell.‚Äù Narrated in Andrea‚Äôs smart, refreshingly disarming voice, it traces a deep, dark, devilish view of life at the top only hinted at in gossip columns and over Cosmopolitans at the trendiest cocktail parties. From sending the latest, not-yet-in-stores Harry Potter to Miranda‚Äôs children in Paris by private jet, to locating an unnamed antique store where Miranda had at some point admired a vintage dresser, to serving lattes to Miranda at precisely the piping hot temperature she prefers, Andrea is sorely tested each and every day‚Äîand often late into the night with orders barked over the phone. She puts up with it all by keeping her eyes on the prize: a recommendation from Miranda that will get Andrea a top job at any magazine of her choosing. As things escalate from the merely unacceptable to the downright outrageous, however, Andrea begins to realize that the job a million girls would die for may just kill her. And even if she survives, she has to decide whether or not the job is worth the price of her soul.",432,Doubleday,http://images.amazon.com/images/P/038550926X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038550926X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038550926X.01.LZZZZZZZ.jpg
The Diary of Ellen Rimbauer: My Life at Rose Red,786868015,Joyce Reardon,2001,3.68,"At the turn of the twentieth century, Ellen Rimbauer became the young bride of Seattle industrialist John Rimbauer, and began keeping a remarkable diary. This diary became the secret place where Ellen could confess her fears of the new marriage, her confusion over her emerging sexuality, and the nightmare that her life would become. The diary not only follows the development of a girl into womanhood, it follows the construction of the Rimbauer mansion‚Äîcalled Rose Red‚Äîan enormous home that would be the site of so many horrific and inexplicable tragedies in the years ahead.The Diary of Ellen Rimbauer: My Life at Rose Red is a rare document, one that gives us an unusual view of daily life among the aristocracy in the early 1900s, a window into one woman's hidden emotional torment, and a record of the mysterious events at Rose Red that scandalized Seattle society at the time‚Äîevents that can only be fully understood now that the diary has come to light. Edited by Joyce Reardon, Ph.D. as part of her research, the diary is being published as preparations are being made by Dr. Reardon to enter Rose Red and fully investigate its disturbing history. (back cover)",277,Hyperion,http://images.amazon.com/images/P/0786868015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868015.01.LZZZZZZZ.jpg
The Divine Secrets of the Ya-Ya Sisterhood: A Novel,60502258,Rebecca Wells,2002,3.85,"When Siddalee Walker, oldest daughter of Vivi Abbott Walker, Ya-Ya extraordinaire, is interviewed in the New York Times about a hit play she's directed, her mother gets described as a ""tap-dancing child abuser."" Enraged, Vivi disowns Sidda. Devastated, Sidda begs forgiveness, and postpones her upcoming wedding. All looks bleak until the Ya-Yas step in and convince Vivi to send Sidda a scrapbook of their girlhood mementos, called ""Divine Secrets of the Ya-Ya Sisterhood."" As Sidda struggles to analyze her mother, she comes face to face with the tangled beauty of imperfect love, and the fact that forgiveness, more than understanding, is often what the heart longs for.",383,HarperTorch,http://images.amazon.com/images/P/0060502258.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060502258.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060502258.01.LZZZZZZZ.jpg
The Dogs of Babel (Today Show Book Club #12),316168688,Carolyn Parkhurst,2003,3.57,"Paul Iverson's life changes in an instant. He returns home one day to find that his wife, Lexy, has died under strange circumstances. The only witness was their dog, Lorelei, whose anguished barking brought help to the scene - but too late. In the days and weeks that follow, Paul begins to notice strange ""clues"" in their home: books rearranged on their shelves, a mysterious phone call, and other suggestions that nothing about Lexy's last afternoon was quite what it seemed. Reeling from grief, Paul is determined to decipher this evidence and unlock the mystery of her death. But he can't do it alone; he needs Lorelei's help. A linguist by training, Paul embarks on an impossible endeavor: a series of experiments designed to teach Lorelei to communicate what she knows. Perhaps behind her wise and earnest eyes lies the key to what really happened to the woman he loved. As Paul's investigation leads him in unexpected and even perilous directions, he revisits the pivotal moments of his life with Lexy, the brilliant, enigmatic woman whose sparkling passion for life and dark, troubled past he embraced equally.",278,"Little, Brown",http://images.amazon.com/images/P/0316168688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316168688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316168688.01.LZZZZZZZ.jpg
The Door to December,451181379,Dean R. Koontz,1994,3.96,"The #1 New York Times bestselling author delivers a truly suspenseful novel of a mother who must save her daughter from a threat she can hardly understand. What happened to nine-year-old Melanie during the six years she was subjected to terrifying experiments? And what is the unstoppable power that she can unleash from behind the ""Door to December""?",518,Signet Book,http://images.amazon.com/images/P/0451181379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451181379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451181379.01.LZZZZZZZ.jpg
"The Drawing of the Three (The Dark Tower, Book 2)",451163524,Stephen King,1997,4.22,"While pursuing his quest for the Dark Tower through a world that is a nightmarishly distorted mirror image of our own, Roland, the last gunslinger, encounters three mysterious doorways on the beach. Each one enters into the life of a different person living in contemporary New York. Here he links forces with the defiant young Eddie Dean and the beautiful, brilliant, and brave Odetta Holmes, in a savage struggle against underworld evil and otherworldly enemies.Once again, Stephen King has masterfully interwoven dark, evocative fantasy and icy realism.",463,Signet Book,http://images.amazon.com/images/P/0451163524.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451163524.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451163524.01.LZZZZZZZ.jpg
The Edge,515128600,Catherine Coulter,2000,3.97,"FBI agent Ford ""Mac"" MacDougal is recovering from injuries he received in a terrorist car bombing when his sister, Jilly, a medical researcher, drives her Porsche off an Oregon cliff - on purpose, it seems. Curiously, even though he was in a hospital bed on the other side of the country, Mac feels as if he were in the car with her as she sails towards the sea.
By the time Mac arrives in Portland, Jilly has come out of the coma she's been in for four days. But after only a few hours with her brother, she vanishes without a trace. In searching for her, Mac hears a different story from everyone he encounters. When the local sheriff enlist his aid in the puzzling murder of an elderly resident, Mac doesn't suspect that the case connects to his sister's disappearance. FBI agents Lace Sherlock and Dillon Savich (last seen in The Target) join Mac to ride shotgun. Not knowing whom to trust and whom to suspect, they must escape relentless pursuers before unearthing the tentacles of evil undermining The Edge.",341,Jove Books,http://images.amazon.com/images/P/0515128600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128600.01.LZZZZZZZ.jpg
The Eight,345366239,Katherine Neville,1995,3.92,"Computer expert Cat Velis is heading for a job to Algeria. Before she goes, a mysterious fortune teller warns her of danger, and an antique dealer asks her to search for pieces to a valuable chess set that has been missing for years...In the South of France in 1790 two convent girls hide valuable pieces of a chess set all over the world, because the game that can be played with them is too powerful....",598,Ballantine Books,http://images.amazon.com/images/P/0345366239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345366239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345366239.01.LZZZZZZZ.jpg
The Empty Chair,671026011,Jeffery Deaver,2001,4.07,"From the bestselling author of The Bone Collector and The Devil's Teardrop comes this spine-chilling new thriller that pits renowned criminalist Lincoln Rhyme against the ultimate opponent -- Amelia Sachs, his own brilliant protÈgÈe.

A quadriplegic since a beam crushed his spinal cord years ago, Rhyme is desperate to improve his condition and goes to the University of North Carolina Medical Center for high-risk experimental surgery. But he and Sachs have hardly settled in when the local authorities come calling. In a twenty-four-hour period, the sleepy Southern outpost of Tanner's Corner has seen a local teen murdered and two young women abducted. And Rhyme and Sachs are the best chance to find the girls alive.

The prime suspect is a strange teenaged truant known as the Insect Boy, so nicknamed for his disturbing obsession with bugs. Rhyme agrees to find the boy while awaiting his operation. Rhyme's unsurpassed analytical skills and stellar forensic experience, combined with Sachs's exceptional detective legwork, soon snare the perp. But even Rhyme can't anticipate that Sachs will disagree with his crime analysis and that her vehemence will put her in the swampland, harboring the very suspect whom Rhyme considers a ruthless killer. So ensues Rhyme's greatest challenge -- facing the criminalist whom he has taught everything he knows in a battle of wits, forensics, and intuition. And in this adversary, Rhyme also faces his best friend and soul mate.",416,Pocket,http://images.amazon.com/images/P/0671026011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671026011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671026011.01.LZZZZZZZ.jpg
The English Patient,679745203,Michael Ondaatje,1996,3.88,"With ravishing beauty and unsettling intelligence, Michael Ondaatje's Booker Prize-winning novel traces the intersection of four damaged lives in an Italian villa at the end of World War II. Hana, the exhausted nurse; the maimed thief, Caravaggio; the wary sapper, Kip: each is haunted by the riddle of the English patient, the nameless, burned man who lies in an upstairs room and whose memories of passion, betrayal, and rescue illuminate this book like flashes of heat lightning.",320,Vintage Books USA,http://images.amazon.com/images/P/0679745203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679745203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679745203.01.LZZZZZZZ.jpg
The Eyre Affair: A Novel,142001805,Jasper Fforde,2003,3.88,"Great Britain circa 1985: time travel is routine, cloning is a reality (dodos are the resurrected pet of choice), and literature is taken very, very seriously. Baconians are trying to convince the world that Francis Bacon really wrote Shakespeare, there are riots between the Surrealists and Impressionists, and thousands of men are named John Milton, an homage to the real Milton and a very confusing situation for the police. Amidst all this, Acheron Hades, Third Most Wanted Man In the World, steals the original manuscript of Martin Chuzzlewit and kills a minor character, who then disappears from every volume of the novel ever printed! But that's just a prelude . . .Hades' real target is the beloved Jane Eyre, and it's not long before he plucks her from the pages of Bronte's novel. Enter Thursday Next. She's the Special Operative's renowned literary detective, and she drives a Porsche. With the help of her uncle Mycroft's Prose Portal, Thursday enters the novel to rescue Jane Eyre from this heinous act of literary homicide. It's tricky business, all these interlopers running about Thornfield, and deceptions run rampant as their paths cross with Jane, Rochester, and Miss Fairfax. Can Thursday save Jane Eyre and Bronte's masterpiece? And what of the Crimean War? Will it ever end? And what about those annoying black holes that pop up now and again, sucking things into time-space voids . . .Suspenseful and outlandish, absorbing and fun, The Eyre Affair is a caper unlike any other and an introduction to the imagination of a most distinctive writer and his singular fictional universe.",374,Penguin Books,http://images.amazon.com/images/P/0142001805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.LZZZZZZZ.jpg
The Face of Deception,553578022,Iris Johansen,1999,4.07,"An unidentified skull...

A trail of terrifying secrets...

And a woman whose talented hands could reveal the shocking truth...

As a forensic sculptor, Eve Duncan helps identify the dead from their skulls. Her own daughter murdered and her body never found, the job is Eve's way of coming to terms with her personal nightmare. But more terror lies ahead when she accepts work from billionaire John Logan. Beneath her gifted hands a face emerges from the skull he has given her to reconstructóa face no one was ever meant to see. Now Eve is trapped in a frightening web of murder and deceit. Powerful enemies are determined to cover up the truth, and they will make certain that truth goes to the grave...even if Eve gets buried with it.",326,Bantam Books,http://images.amazon.com/images/P/0553578022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578022.01.LZZZZZZZ.jpg
"The Fellowship of the Ring (The Lord of the Rings, Part 1)",345339703,J.R.R. TOLKIEN,1986,4.6,"This four-volume, boxed set contains J.R.R. Tolkien's epic masterworks The Hobbit and the three volumes of The Lord of the Rings (The Fellowship of the Ring, The Two Towers, and The Return of the King).In The Hobbit, Bilbo Baggins is whisked away from his comfortable, unambitious life in Hobbiton by the wizard Gandalf and a company of dwarves. He finds himself caught up in a plot to raid the treasure hoard of Smaug the Magnificent, a large and very dangerous dragon.The Lord of the Rings tells of the great quest undertaken by Frodo Baggins and the Fellowship of the Ring: Gandalf the wizard; the hobbits Merry, Pippin, and Sam; Gimli the dwarf; Legolas the elf; Boromir of Gondor; and a tall, mysterious stranger called Strider. J.R.R. Tolkien's three volume masterpiece is at once a classic myth and a modern fairy tale‚Äîa story of high and heroic adventure set in the unforgettable landscape of Middle-earth",1728,Del Rey,http://images.amazon.com/images/P/0345339703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339703.01.LZZZZZZZ.jpg
The Firm,385416342,John Grisham,1991,4.24,"At the top of his class at Harvard Law, Mitch McDeere had his choice of the best firms in America. He made a deadly mistake.
 
For a young lawyer on the make, it was an offer Mitch McDeere couldnít a position at a law firm where the bucks, billable hours, and benefits are over the top. Itís a dream job for an up-and-comeróif he can overlook the uneasy feeling he gets at the office. Then an FBI investigation into the firmís connections to the Mafia plunges the straight and narrow attorney into a nightmare of terror and intrigue. With no choice but to pit his wits, ethics, and legal skills against the firmís deadly secretsóif he hopes to stay aliveÖ",448,Doubleday Books,http://images.amazon.com/images/P/0385416342.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385416342.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385416342.01.LZZZZZZZ.jpg
The First Counsel,446527289,Brad Meltzer,2001,3.91,"JFK Jr. was Lark. Amy Carter was Dynamo. Chelsea Clinton was Energy. Meet Shadow. ""Shadow"" is the Secret Service codename for the First Daughter, Nora Hartson. And when she starts dating young White House lawyer Michael Garrick, he starts feeling like the First Counsel. That's what happens to everyone who lives in her world. It's a world all of us have heard about, but none of us truly know - a world where your dad's the President, your close friends wear earpieces and carry guns and a world where everyone is watching. On a date, Nora and Michael see something they shouldn't. To protect her, he admits to something he shouldn't. And when the problem snowballs out of control, she may have to do something she shouldn't. The First Counsel. The President's Daughter. You've never dated anyone like this.",608,Warner Books,http://images.amazon.com/images/P/0446527289.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527289.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527289.01.LZZZZZZZ.jpg
The Five People You Meet in Heaven,786868716,Mitch Albom,2003,3.94,"From the author of the phenomenal #1 New York Times bestseller Tuesdays with Morrie, a novel that explores the unexpected connections of our lives, and the idea that heaven is more than a place; it's an answer. Eddie is a wounded war veteran, an old man who has lived, in his mind, an uninspired life. His job is fixing rides at a seaside amusement park. On his 83rd birthday, a tragic accident kills him as he tries to save a little girl from a falling cart. He awakes in the afterlife, where he learns that heaven is not a destination. It's a place where your life is explained to you by five people, some of whom you knew, others who may have been strangers. One by one, from childhood to soldier to old age, Eddie's five people revisit their connections to him on earth, illuminating the mysteries of his ""meaningless"" life, and revealing the haunting secret behind the eternal question: ""Why was I here?""",196,Hyperion,http://images.amazon.com/images/P/0786868716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.LZZZZZZZ.jpg
The Fourth Hand,345449347,John Irving,2002,3.31,"Jurnalis TV Patrick Wallingford malah menjadi sumber berita ketika kehilangan tangan karena digigit singa di India. Peristiwa itu sempat meramaikan berita TV beberapa lama. Patrick bahkan mendapat julukan the lion guy. Tak perlu waktu lama, Patrick mendapat tawaran untuk menjalani operasi transplantasi ringan.Dr. Nicholas M. Zajac, dokter bedah tangan yang sangat cerdas, yang memberi tawaran itu. Meskipun Dr. Zajac tidak punya maksud apa pun selain menolong Patrick, tapi teman-teman sejawatnya malah menjauhi dokter aneh yang sering salah tingkah itu karena menganggapnya mencari popularitas belaka.Dr. Zajac segera mendapat donor untuk Patrick. Donor itu tangan Otto Clausen yang tak sengaja bunuh diri dalam truk birnya di Green Bay. Masalahnya, janda Otto, Doris Clausen ingin bertemu dengan Patrick sebelum operasi, juga menuntut hak kunjung bagi tangan suaminya.Hubungan mereka berkembang dengan aneh. Masing-masing memiliki obsesi yang ajaib, tapi akhirnya mereka harus saling membantu memberi keberanian menghadapi kesempatan kedua dan kekuatan untuk berubah.",368,Ballantine Books,http://images.amazon.com/images/P/0345449347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345449347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345449347.01.LZZZZZZZ.jpg
